,name,type,x_coord,y_coord,time,means
47,R125,rider,2.721482314816832,3.8159925138762616,95.0,Carpool
48,R125,rider,2.721482314816832,3.8159925138762616,96.0,Carpool
49,R125,rider,2.721482314816832,3.8159925138762616,97.0,Carpool
50,R125,rider,2.721482314816832,3.8159925138762616,98.0,Foot
51,R125,rider,2.6771858518534657,3.8527940111010093,99.0,Foot
52,R125,rider,2.6328893888900993,3.889595508325757,100.0,Foot
53,R125,rider,2.588592925926733,3.9263970055505046,101.0,Foot
54,R125,rider,2.5442964629633664,3.9631985027752523,102.0,Foot
55,R125,rider,2.5,4.0,103.0,Train
56,R125,rider,2.5,4.0,104.0,Train
57,R125,rider,2.5,4.0,105.0,Foot
58,R125,rider,2.5256006928128327,4.061661606046714,106.0,Foot
59,R125,rider,2.5512013856256655,4.123323212093429,107.0,Foot
60,R125,rider,2.5768020784384986,4.184984818140143,108.0,Foot
61,R125,rider,2.6024027712513313,4.246646424186858,109.0,Foot
62,R125,rider,2.628003464064164,4.308308030233572,110.0,Foot
63,R125,rider,2.653604156876997,4.369969636280287,111.0,Foot
64,R125,rider,2.67920484968983,4.4316312423270015,112.0,Foot
65,R125,rider,2.7048055425026627,4.493292848373716,113.0,Foot
66,R125,rider,2.7304062353154954,4.554954454420431,114.0,Foot
67,R125,rider,2.756006928128328,4.616616060467145,115.0,Foot
68,R125,rider,2.7816076209411613,4.67827766651386,116.0,Foot
69,R125,rider,2.807208313753994,4.739939272560574,117.0,Foot
70,R125,rider,2.8328090065668268,4.801600878607289,118.0,Foot
71,R125,rider,2.8584096993796595,4.863262484654003,119.0,Foot
72,R125,rider,2.8840103921924927,4.924924090700717,120.0,Foot
73,R125,rider,2.9096110850053254,4.986585696747432,121.0,Foot
74,R125,rider,2.935211777818158,5.048247302794146,122.0,Foot
75,R125,rider,2.960812470630991,5.109908908840861,123.0,Foot
76,R125,rider,2.9864131634438236,5.171570514887575,124.0,Foot
77,R125,rider,3.0120138562566567,5.233232120934289,125.0,Foot
78,R203,rider,3.1810324211298493,4.9628031016231215,76.0,Foot
79,R203,rider,3.155501859668015,4.899091402303852,77.0,Foot
80,R203,rider,3.129971298206181,4.835379702984581,78.0,Foot
81,R203,rider,3.1044407367443463,4.771668003665312,79.0,Foot
82,R203,rider,3.078910175282512,4.707956304346042,80.0,Foot
83,R203,rider,3.053379613820678,4.644244605026771,81.0,Foot
84,R203,rider,3.0278490523588437,4.580532905707502,82.0,Foot
85,R203,rider,3.002318490897009,4.516821206388231,83.0,Foot
86,R203,rider,2.976787929435175,4.4531095070689615,84.0,Foot
87,R203,rider,2.9512573679733407,4.389397807749692,85.0,Foot
88,R203,rider,2.9257268065115065,4.325686108430421,86.0,Foot
89,R203,rider,2.9001962450496723,4.2619744091111516,87.0,Foot
90,R203,rider,2.8746656835878377,4.198262709791882,88.0,Foot
91,R203,rider,2.8491351221260035,4.134551010472611,89.0,Foot
92,R203,rider,2.8236045606641693,4.070839311153342,90.0,Foot
93,R203,rider,2.798073999202335,4.007127611834072,91.0,Foot
94,R203,rider,2.7725434377405005,3.9434159125148014,92.0,Foot
95,R203,rider,2.7470128762786663,3.8797042131955317,93.0,Foot
96,R203,rider,2.721482314816832,3.8159925138762616,94.0,Carpool
97,R203,rider,2.721482314816832,3.8159925138762616,95.0,Carpool
98,R203,rider,2.721482314816832,3.8159925138762616,96.0,Carpool
99,R203,rider,2.721482314816832,3.8159925138762616,97.0,Carpool
100,R203,rider,2.721482314816832,3.8159925138762616,98.0,Foot
101,R203,rider,2.6771858518534657,3.8527940111010093,99.0,Foot
102,R203,rider,2.6328893888900993,3.889595508325757,100.0,Foot
103,R203,rider,2.588592925926733,3.9263970055505046,101.0,Foot
104,R203,rider,2.5442964629633664,3.9631985027752523,102.0,Foot
105,R203,rider,2.5,4.0,103.0,Train
106,R203,rider,2.5,4.0,104.0,Train
107,R203,rider,2.5,4.0,105.0,Foot
108,R203,rider,2.459095080344131,3.949127309106615,106.0,Foot
109,R203,rider,2.418190160688262,3.89825461821323,107.0,Foot
110,R203,rider,2.377285241032393,3.847381927319845,108.0,Foot
111,R203,rider,2.3363803213765237,3.7965092364264597,109.0,Foot
112,R203,rider,2.295475401720655,3.745636545533075,110.0,Foot
113,R203,rider,2.254570482064786,3.6947638546396897,111.0,Foot
114,R203,rider,2.213665562408917,3.6438911637463045,112.0,Foot
115,R203,rider,2.172760642753048,3.5930184728529198,113.0,Foot
116,R203,rider,2.131855723097179,3.5421457819595346,114.0,Foot
117,R203,rider,2.09095080344131,3.49127309106615,115.0,Foot
118,R203,rider,2.0500458837854407,3.4404004001727646,116.0,Foot
119,R203,rider,2.0091409641295717,3.3895277092793794,117.0,Foot
120,R203,rider,1.9682360444737028,3.3386550183859947,118.0,Foot
121,R203,rider,1.927331124817834,3.2877823274926095,119.0,Foot
122,R203,rider,1.886426205161965,3.2369096365992243,120.0,Foot
123,R203,rider,1.8455212855060958,3.1860369457058395,121.0,Foot
124,R160,rider,9.93328226796987,5.927329382141313,14.0,Foot
125,R160,rider,9.935665044113804,5.85849618992198,15.0,Foot
126,R160,rider,9.938047820257736,5.7896629977026475,16.0,Foot
127,R160,rider,9.94043059640167,5.720829805483315,17.0,Foot
128,R160,rider,9.942813372545602,5.651996613263982,18.0,Foot
129,R160,rider,9.945196148689536,5.58316342104465,19.0,Foot
130,R160,rider,9.94757892483347,5.514330228825317,20.0,Foot
131,R160,rider,9.949961700977402,5.4454970366059845,21.0,Foot
132,R160,rider,9.952344477121336,5.376663844386652,22.0,Foot
133,R160,rider,9.954727253265268,5.307830652167319,23.0,Foot
134,R160,rider,9.957110029409202,5.238997459947987,24.0,Foot
135,R160,rider,9.959492805553136,5.170164267728654,25.0,Foot
136,R160,rider,9.961875581697068,5.1013310755093215,26.0,Foot
137,R160,rider,9.964258357841002,5.032497883289989,27.0,Foot
138,R160,rider,9.966641133984936,4.963664691070656,28.0,Foot
139,R160,rider,9.969023910128868,4.894831498851324,29.0,Foot
140,R160,rider,9.971406686272802,4.825998306631991,30.0,Foot
141,R160,rider,9.973789462416734,4.7571651144126585,31.0,Foot
142,R160,rider,9.976172238560668,4.688331922193326,32.0,Foot
143,R160,rider,9.978555014704602,4.619498729973993,33.0,Foot
144,R160,rider,9.980937790848534,4.550665537754661,34.0,Foot
145,R160,rider,9.983320566992468,4.481832345535328,35.0,Foot
146,R160,rider,9.9857033431364,4.412999153315996,36.0,Foot
147,R160,rider,9.988086119280334,4.344165961096663,37.0,Foot
148,R160,rider,9.990468895424268,4.27533276887733,38.0,Foot
149,R160,rider,9.9928516715682,4.206499576657998,39.0,Foot
150,R160,rider,9.995234447712134,4.137666384438665,40.0,Foot
151,R160,rider,9.997617223856066,4.068833192219333,41.0,Foot
152,R160,rider,10.0,4.0,42.0,Train
153,R160,rider,7.5,4.0,43.0,Train
154,R160,rider,5.0,4.0,44.0,Train
155,R160,rider,2.5,4.0,45.0,Foot
156,R160,rider,2.481048530117885,3.934366950516796,46.0,Foot
157,R160,rider,2.46209706023577,3.868733901033592,47.0,Foot
158,R160,rider,2.443145590353655,3.803100851550388,48.0,Foot
159,R160,rider,2.4241941204715407,3.7374678020671843,49.0,Foot
160,R160,rider,2.4052426505894258,3.6718347525839805,50.0,Foot
161,R160,rider,2.386291180707311,3.6062017031007763,51.0,Foot
162,R160,rider,2.367339710825196,3.5405686536175724,52.0,Foot
163,R160,rider,2.348388240943081,3.4749356041343686,53.0,Foot
164,R160,rider,2.329436771060966,3.4093025546511644,54.0,Foot
165,R160,rider,2.310485301178851,3.3436695051679606,55.0,Foot
166,R160,rider,2.2915338312967366,3.2780364556847568,56.0,Foot
167,R160,rider,2.2725823614146217,3.2124034062015525,57.0,Foot
168,R160,rider,2.2536308915325067,3.146770356718349,58.0,Foot
169,R160,rider,2.234679421650392,3.081137307235145,59.0,Foot
170,R160,rider,2.215727951768277,3.0155042577519406,60.0,Foot
171,R160,rider,2.196776481886162,2.9498712082687373,61.0,Foot
172,R160,rider,2.177825012004047,2.884238158785533,62.0,Foot
173,R160,rider,2.1588735421219325,2.818605109302329,63.0,Foot
174,R160,rider,2.1399220722398176,2.7529720598191254,64.0,Foot
175,R160,rider,2.1209706023577026,2.687339010335921,65.0,Foot
176,R160,rider,2.1020191324755877,2.6217059608527173,66.0,Foot
177,R160,rider,2.0830676625934728,2.5560729113695135,67.0,Foot
178,R160,rider,2.064116192711358,2.4904398618863093,68.0,Foot
179,R160,rider,2.045164722829243,2.4248068124031055,69.0,Foot
180,R160,rider,2.0262132529471284,2.3591737629199017,70.0,Foot
181,R160,rider,2.0072617830650135,2.293540713436698,71.0,Foot
182,R160,rider,1.9883103131828985,2.2279076639534936,72.0,Foot
183,R108,rider,1.0901585677298298,0.9751679446878887,20.0,Foot
184,R108,rider,1.0507770859484002,1.0294807318072783,21.0,Foot
185,R108,rider,1.011395604166971,1.083793518926668,22.0,Foot
186,R108,rider,0.9720141223855414,1.1381063060460577,23.0,Foot
187,R108,rider,0.9326326406041119,1.1924190931654473,24.0,Foot
188,R108,rider,0.8932511588226825,1.246731880284837,25.0,Foot
189,R108,rider,0.853869677041253,1.3010446674042266,26.0,Foot
190,R108,rider,0.8144881952598235,1.3553574545236162,27.0,Foot
191,R108,rider,0.775106713478394,1.4096702416430058,28.0,Foot
192,R108,rider,0.7357252316969647,1.4639830287623956,29.0,Foot
193,R108,rider,0.6963437499155352,1.5182958158817852,30.0,Foot
194,R108,rider,0.6569622681341056,1.5726086030011748,31.0,Foot
195,R108,rider,0.6175807863526762,1.6269213901205646,32.0,Foot
196,R108,rider,0.5781993045712468,1.6812341772399542,33.0,Foot
197,R108,rider,0.5388178227898173,1.7355469643593437,34.0,Foot
198,R108,rider,0.49943634100838785,1.7898597514787333,35.0,Foot
199,R108,rider,0.4600548592269583,1.844172538598123,36.0,Foot
200,R108,rider,0.420673377445529,1.898485325717513,37.0,Foot
201,R108,rider,0.3812918956640995,1.9527981128369025,38.0,Foot
202,R108,rider,0.34191041388266996,2.0071108999562917,39.0,Foot
203,R108,rider,0.30252893210124054,2.0614236870756817,40.0,Foot
204,R108,rider,0.2631474503198111,2.1157364741950717,41.0,Foot
205,R108,rider,0.2237659685383816,2.170049261314461,42.0,Foot
206,R108,rider,0.18438448675695207,2.224362048433851,43.0,Foot
207,R108,rider,0.14500300497552265,2.2786748355532405,44.0,Foot
208,R108,rider,0.10562152319409324,2.33298762267263,45.0,Foot
209,R108,rider,0.06624004141266382,2.3873004097920196,46.0,Foot
210,R108,rider,0.02685855963123429,2.441613196911409,47.0,Carpool
211,R108,rider,0.07540486626511783,2.9317702150731413,48.0,Carpool
212,R108,rider,0.12395117289900137,3.421927233234874,49.0,Carpool
213,R108,rider,0.1724974795328849,3.912084251396606,50.0,Foot
214,R108,rider,0.1293731096496637,3.934063188547454,51.0,Foot
215,R108,rider,0.08624873976644246,3.956042125698303,52.0,Foot
216,R108,rider,0.043124369883221214,3.9780210628491517,53.0,Foot
217,R108,rider,0.0,4.0,54.0,Train
218,R108,rider,7.5,4.0,55.0,Foot
219,R108,rider,7.500911262894255,3.9318214237043394,56.0,Foot
220,R108,rider,7.501822525788509,3.863642847408679,57.0,Foot
221,R108,rider,7.5027337886827645,3.795464271113018,58.0,Foot
222,R108,rider,7.50364505157702,3.7272856948173576,59.0,Foot
223,R108,rider,7.504556314471274,3.659107118521697,60.0,Foot
224,R108,rider,7.505467577365529,3.5909285422260364,61.0,Foot
225,R108,rider,7.506378840259784,3.522749965930376,62.0,Foot
226,R108,rider,7.507290103154038,3.454571389634715,63.0,Foot
227,R108,rider,7.508201366048294,3.3863928133390546,64.0,Foot
228,R108,rider,7.509112628942549,3.318214237043394,65.0,Foot
229,R108,rider,7.510023891836803,3.2500356607477334,66.0,Foot
230,R108,rider,7.510935154731058,3.181857084452073,67.0,Foot
231,R108,rider,7.511846417625313,3.1136785081564122,68.0,Foot
232,R108,rider,7.5127576805195675,3.0454999318607516,69.0,Foot
233,R108,rider,7.513668943413823,2.977321355565091,70.0,Foot
234,R108,rider,7.514580206308078,2.9091427792694304,71.0,Foot
235,R108,rider,7.515491469202332,2.84096420297377,72.0,Foot
236,R339,rider,9.615507665951185,5.0238522599743485,20.0,Foot
237,R339,rider,9.629947885168113,4.95863329647686,21.0,Foot
238,R339,rider,9.64438810438504,4.89341433297937,22.0,Foot
239,R339,rider,9.658828323601968,4.8281953694818815,23.0,Foot
240,R339,rider,9.673268542818898,4.762976405984392,24.0,Foot
241,R339,rider,9.687708762035825,4.697757442486903,25.0,Foot
242,R339,rider,9.702148981252753,4.632538478989414,26.0,Foot
243,R339,rider,9.71658920046968,4.567319515491925,27.0,Foot
244,R339,rider,9.731029419686609,4.5021005519944355,28.0,Foot
245,R339,rider,9.745469638903536,4.436881588496947,29.0,Foot
246,R339,rider,9.759909858120464,4.371662624999457,30.0,Foot
247,R339,rider,9.774350077337392,4.306443661501969,31.0,Foot
248,R339,rider,9.788790296554321,4.241224698004479,32.0,Foot
249,R339,rider,9.803230515771249,4.17600573450699,33.0,Foot
250,R339,rider,9.817670734988177,4.110786771009501,34.0,Foot
251,R339,rider,9.832110954205104,4.045567807512012,35.0,Carpool
252,R339,rider,9.832110954205104,4.045567807512012,36.0,Carpool
253,R339,rider,9.832110954205104,4.045567807512012,37.0,Foot
254,R339,rider,9.874083215653828,4.034175855634009,38.0,Foot
255,R339,rider,9.916055477102553,4.022783903756006,39.0,Foot
256,R339,rider,9.958027738551277,4.011391951878003,40.0,Foot
257,R339,rider,10.0,4.0,41.0,Train
258,R339,rider,9.375,4.0,42.0,Train
259,R339,rider,8.75,4.0,43.0,Train
260,R339,rider,8.125,4.0,44.0,Train
261,R339,rider,7.5,4.0,45.0,Foot
262,R339,rider,7.456389067820865,3.948958154241006,46.0,Foot
263,R339,rider,7.41277813564173,3.897916308482012,47.0,Foot
264,R339,rider,7.369167203462594,3.846874462723018,48.0,Foot
265,R339,rider,7.325556271283459,3.795832616964024,49.0,Foot
266,R339,rider,7.2819453391043245,3.74479077120503,50.0,Foot
267,R339,rider,7.23833440692519,3.693748925446036,51.0,Foot
268,R339,rider,7.194723474746054,3.642707079687042,52.0,Foot
269,R339,rider,7.151112542566919,3.591665233928048,53.0,Foot
270,R339,rider,7.107501610387784,3.540623388169054,54.0,Foot
271,R339,rider,7.063890678208649,3.4895815424100602,55.0,Foot
272,R339,rider,7.020279746029514,3.438539696651066,56.0,Foot
273,R339,rider,6.976668813850378,3.387497850892072,57.0,Foot
274,R339,rider,6.933057881671243,3.336456005133078,58.0,Foot
275,R339,rider,6.8894469494921085,3.285414159374084,59.0,Foot
276,R339,rider,6.8458360173129735,3.23437231361509,60.0,Foot
277,R339,rider,6.802225085133838,3.183330467856096,61.0,Foot
278,R339,rider,6.758614152954703,3.132288622097102,62.0,Foot
279,R339,rider,6.715003220775568,3.0812467763381077,63.0,Foot
280,R339,rider,6.671392288596433,3.030204930579114,64.0,Foot
281,R339,rider,6.627781356417298,2.97916308482012,65.0,Foot
282,R339,rider,6.584170424238162,2.928121239061126,66.0,Foot
283,R339,rider,6.540559492059027,2.8770793933021324,67.0,Foot
284,R339,rider,6.496948559879892,2.8260375475431383,68.0,Foot
285,R339,rider,6.4533376277007575,2.7749957017841442,69.0,Foot
286,R339,rider,6.409726695521622,2.72395385602515,70.0,Foot
287,R339,rider,6.366115763342487,2.672912010266156,71.0,Foot
288,R332,rider,5.801144180088191,7.549627448126795,62.0,Foot
289,R332,rider,5.856745149907676,7.511532103022699,63.0,Foot
290,R332,rider,5.91234611972716,7.473436757918602,64.0,Foot
291,R332,rider,5.967947089546644,7.4353414128145054,65.0,Foot
292,R332,rider,6.023548059366129,7.397246067710409,66.0,Foot
293,R332,rider,6.079149029185613,7.359150722606312,67.0,Foot
294,R332,rider,6.1347499990050975,7.321055377502216,68.0,Foot
295,R332,rider,6.190350968824582,7.282960032398119,69.0,Foot
296,R332,rider,6.245951938644066,7.244864687294022,70.0,Foot
297,R332,rider,6.301552908463551,7.206769342189926,71.0,Foot
298,R332,rider,6.357153878283035,7.168673997085829,72.0,Foot
299,R332,rider,6.412754848102519,7.1305786519817325,73.0,Foot
300,R332,rider,6.468355817922003,7.092483306877636,74.0,Foot
301,R332,rider,6.523956787741488,7.054387961773539,75.0,Foot
302,R332,rider,6.579557757560972,7.016292616669443,76.0,Foot
303,R332,rider,6.635158727380456,6.978197271565346,77.0,Foot
304,R332,rider,6.69075969719994,6.940101926461249,78.0,Foot
305,R332,rider,6.746360667019425,6.902006581357153,79.0,Foot
306,R332,rider,6.801961636838909,6.863911236253056,80.0,Foot
307,R332,rider,6.8575626066583935,6.8258158911489595,81.0,Foot
308,R332,rider,6.913163576477878,6.787720546044863,82.0,Foot
309,R332,rider,6.968764546297362,6.749625200940766,83.0,Foot
310,R332,rider,7.024365516116847,6.71152985583667,84.0,Foot
311,R332,rider,7.079966485936331,6.673434510732573,85.0,Foot
312,R332,rider,7.135567455755815,6.635339165628476,86.0,Foot
313,R332,rider,7.1911684255753,6.59724382052438,87.0,Carpool
314,R332,rider,6.757554079427691,6.0298927451810584,88.0,Carpool
315,R332,rider,6.323939733280083,5.462541669837737,89.0,Carpool
316,R332,rider,5.890325387132474,4.895190594494416,90.0,Carpool
317,R332,rider,5.456711040984866,4.3278395191510945,91.0,Carpool
318,R332,rider,5.023096694837258,3.7604884438077737,92.0,Foot
319,R332,rider,5.018477355869806,3.808390755046219,93.0,Foot
320,R332,rider,5.013858016902355,3.8562930662846644,94.0,Foot
321,R332,rider,5.009238677934903,3.9041953775231093,95.0,Foot
322,R332,rider,5.004619338967451,3.9520976887615547,96.0,Foot
323,R332,rider,5.0,4.0,97.0,Train
324,R332,rider,5.833333333333333,4.0,98.0,Train
325,R332,rider,6.666666666666667,4.0,99.0,Train
326,R332,rider,7.5,4.0,100.0,Foot
327,R332,rider,7.535800160443769,4.053897128626648,101.0,Foot
328,R332,rider,7.571600320887539,4.107794257253295,102.0,Foot
329,R332,rider,7.607400481331307,4.161691385879943,103.0,Foot
330,R332,rider,7.643200641775077,4.215588514506591,104.0,Foot
331,R332,rider,7.679000802218846,4.269485643133239,105.0,Foot
332,R332,rider,7.714800962662616,4.323382771759886,106.0,Foot
333,R332,rider,7.750601123106384,4.377279900386534,107.0,Foot
334,R332,rider,7.786401283550154,4.431177029013181,108.0,Foot
335,R332,rider,7.822201443993923,4.485074157639829,109.0,Foot
336,R332,rider,7.858001604437693,4.538971286266476,110.0,Foot
337,R332,rider,7.893801764881461,4.5928684148931245,111.0,Foot
338,R332,rider,7.929601925325231,4.646765543519772,112.0,Foot
339,R320,rider,8.557605511157158,4.4811839656352515,10.0,Foot
340,R320,rider,8.493083902046074,4.46564983856431,11.0,Foot
341,R320,rider,8.42856229293499,4.4501157114933685,12.0,Foot
342,R320,rider,8.364040683823905,4.4345815844224274,13.0,Foot
343,R320,rider,8.29951907471282,4.419047457351486,14.0,Foot
344,R320,rider,8.234997465601735,4.4035133302805445,15.0,Foot
345,R320,rider,8.17047585649065,4.387979203209603,16.0,Foot
346,R320,rider,8.105954247379566,4.372445076138662,17.0,Foot
347,R320,rider,8.041432638268482,4.3569109490677205,18.0,Foot
348,R320,rider,7.976911029157397,4.341376821996779,19.0,Foot
349,R320,rider,7.9123894200463125,4.325842694925838,20.0,Foot
350,R320,rider,7.847867810935227,4.310308567854897,21.0,Foot
351,R320,rider,7.783346201824143,4.294774440783955,22.0,Foot
352,R320,rider,7.718824592713059,4.279240313713014,23.0,Foot
353,R320,rider,7.6543029836019745,4.263706186642073,24.0,Foot
354,R320,rider,7.589781374490889,4.248172059571131,25.0,Foot
355,R320,rider,7.525259765379805,4.23263793250019,26.0,Foot
356,R320,rider,7.460738156268721,4.217103805429249,27.0,Foot
357,R320,rider,7.3962165471576355,4.201569678358307,28.0,Foot
358,R320,rider,7.331694938046551,4.186035551287366,29.0,Carpool
359,R320,rider,7.336010452455614,4.181265408946665,30.0,Carpool
360,R320,rider,7.340325966864677,4.176495266605963,31.0,Carpool
361,R320,rider,7.344641481273739,4.1717251242652615,32.0,Carpool
362,R320,rider,7.348956995682802,4.16695498192456,33.0,Carpool
363,R320,rider,7.353272510091865,4.162184839583857,34.0,Carpool
364,R320,rider,7.357588024500928,4.157414697243156,35.0,Carpool
365,R320,rider,7.361903538909991,4.152644554902454,36.0,Carpool
366,R320,rider,7.366219053319053,4.147874412561753,37.0,Carpool
367,R320,rider,7.370534567728116,4.143104270221051,38.0,Carpool
368,R320,rider,7.374850082137179,4.138334127880349,39.0,Carpool
369,R320,rider,7.379165596546242,4.133563985539648,40.0,Carpool
370,R320,rider,7.383481110955305,4.128793843198946,41.0,Carpool
371,R320,rider,7.387796625364367,4.1240237008582445,42.0,Carpool
372,R320,rider,7.39211213977343,4.119253558517543,43.0,Carpool
373,R320,rider,7.396427654182493,4.11448341617684,44.0,Carpool
374,R320,rider,7.400743168591556,4.109713273836139,45.0,Carpool
375,R320,rider,7.405058683000619,4.104943131495437,46.0,Carpool
376,R320,rider,7.409374197409681,4.100172989154736,47.0,Carpool
377,R320,rider,7.413689711818744,4.095402846814034,48.0,Carpool
378,R320,rider,7.418005226227807,4.090632704473332,49.0,Carpool
379,R320,rider,7.42232074063687,4.085862562132631,50.0,Carpool
380,R320,rider,7.426636255045932,4.081092419791929,51.0,Carpool
381,R320,rider,7.430951769454995,4.0763222774512275,52.0,Carpool
382,R320,rider,7.435267283864058,4.071552135110526,53.0,Carpool
383,R320,rider,7.439582798273121,4.066781992769823,54.0,Carpool
384,R320,rider,7.443898312682184,4.062011850429122,55.0,Carpool
385,R320,rider,7.448213827091246,4.05724170808842,56.0,Carpool
386,R320,rider,7.452529341500309,4.052471565747719,57.0,Carpool
387,R320,rider,7.456844855909372,4.047701423407017,58.0,Carpool
388,R320,rider,7.461160370318435,4.042931281066315,59.0,Carpool
389,R320,rider,7.465475884727498,4.038161138725614,60.0,Carpool
390,R320,rider,7.46979139913656,4.033390996384912,61.0,Carpool
391,R320,rider,7.474106913545623,4.0286208540442106,62.0,Carpool
392,R320,rider,7.478422427954686,4.023850711703508,63.0,Carpool
393,R320,rider,7.482737942363749,4.019080569362806,64.0,Carpool
394,R320,rider,7.487053456772812,4.014310427022105,65.0,Carpool
395,R320,rider,7.491368971181874,4.009540284681403,66.0,Carpool
396,R320,rider,7.495684485590937,4.004770142340702,67.0,Carpool
397,R320,rider,7.5,4.0,68.0,Train
398,R320,rider,5.0,4.0,69.0,Train
399,R544,rider,1.9671191229251894,6.314519439110339,10.0,Foot
400,R544,rider,1.8990573287145303,6.310516981252195,11.0,Foot
401,R544,rider,1.830995534503871,6.306514523394051,12.0,Foot
402,R544,rider,1.762933740293212,6.302512065535907,13.0,Foot
403,R544,rider,1.6948719460825528,6.2985096076777625,14.0,Foot
404,R544,rider,1.6268101518718938,6.294507149819618,15.0,Foot
405,R544,rider,1.5587483576612347,6.290504691961474,16.0,Foot
406,R544,rider,1.4906865634505755,6.28650223410333,17.0,Foot
407,R544,rider,1.4226247692399163,6.282499776245186,18.0,Foot
408,R544,rider,1.3545629750292572,6.278497318387042,19.0,Foot
409,R544,rider,1.2865011808185982,6.274494860528898,20.0,Foot
410,R544,rider,1.218439386607939,6.270492402670754,21.0,Foot
411,R544,rider,1.1503775923972799,6.2664899448126095,22.0,Foot
412,R544,rider,1.0823157981866207,6.262487486954465,23.0,Foot
413,R544,rider,1.0142540039759615,6.258485029096321,24.0,Foot
414,R544,rider,0.9461922097653024,6.254482571238177,25.0,Foot
415,R544,rider,0.8781304155546432,6.250480113380033,26.0,Foot
416,R544,rider,0.810068621343984,6.246477655521889,27.0,Foot
417,R544,rider,0.7420068271333249,6.242475197663745,28.0,Foot
418,R544,rider,0.6739450329226659,6.238472739805601,29.0,Foot
419,R544,rider,0.6058832387120068,6.2344702819474564,30.0,Foot
420,R544,rider,0.5378214445013476,6.230467824089312,31.0,Foot
421,R544,rider,0.46975965029068845,6.226465366231168,32.0,Foot
422,R544,rider,0.4016978560800293,6.222462908373024,33.0,Foot
423,R738,rider,8.163157307772414,7.428777676430776,51.0,Foot
424,R738,rider,8.111999998183093,7.385012736646228,52.0,Foot
425,R738,rider,8.06084268859377,7.341247796861682,53.0,Foot
426,R738,rider,8.009685379004448,7.297482857077134,54.0,Foot
427,R738,rider,7.958528069415126,7.253717917292587,55.0,Foot
428,R738,rider,7.907370759825805,7.20995297750804,56.0,Foot
429,R738,rider,7.856213450236483,7.166188037723493,57.0,Foot
430,R738,rider,7.805056140647161,7.122423097938945,58.0,Foot
431,R738,rider,7.753898831057839,7.078658158154399,59.0,Foot
